cue,numFlash,targetLoc,ISI,response,RT,accuracy,sub,SDT
0,1,4,11,1,0.433025451027788,1,aet,CR
0,1,2,11,1,0.471232190029696,1,aet,CR
1,2,6,11,1,1.5375503259711,0,aet,MI
1,2,1,11,1,0.963996147038415,0,aet,MI
1,2,1,23,2,0.351951901975553,1,aet,HI
1,1,1,11,1,0.336910015961621,1,aet,CR
0,2,6,35,2,0.407447550038341,1,aet,HI
0,1,5,35,1,0.291564408980776,1,aet,CR
0,1,6,23,1,0.451249224017374,1,aet,CR
0,1,6,11,1,0.391666484007146,1,aet,CR
0,1,3,23,1,0.533209372020792,1,aet,CR
0,1,4,35,1,0.469776339014061,1,aet,CR
1,1,4,11,1,0.420384212979116,1,aet,CR
0,1,2,35,1,0.346905024023727,1,aet,CR
0,1,6,11,1,0.650835993990768,1,aet,CR
0,1,2,23,1,0.357885151985101,1,aet,CR
1,2,5,23,2,0.378371951985173,1,aet,HI
1,2,2,23,2,0.411115568014793,1,aet,HI
1,2,3,23,2,0.502671065973118,1,aet,HI
0,1,1,35,1,0.365737954969518,1,aet,CR
1,1,2,35,1,0.587509788980242,1,aet,CR
0,2,2,23,2,0.576445716957096,1,aet,HI
1,2,6,35,2,0.378101057023741,1,aet,HI
1,2,3,11,2,0.915396736992989,1,aet,HI
0,2,4,23,2,0.530418593029026,1,aet,HI
0,2,5,11,1,0.540295658982359,0,aet,MI
1,2,2,11,1,0.728848623984959,0,aet,MI
0,2,4,35,2,0.38535671698628,1,aet,HI
0,1,1,35,1,0.37671581399627,1,aet,CR
1,1,1,23,1,0.55561119900085,1,aet,CR
1,1,2,11,1,0.500543917005416,1,aet,CR
1,2,5,23,2,0.32746679201955,1,aet,HI
0,2,6,35,2,0.385412575968076,1,aet,HI
0,1,5,11,1,0.422443447983824,1,aet,CR
0,1,5,35,1,0.466430812026374,1,aet,CR
0,2,1,23,1,0.304601737996563,0,aet,MI
1,1,4,23,1,0.409700128948316,1,aet,CR
0,2,5,23,2,0.391521655954421,1,aet,HI
1,1,5,11,1,0.337020034028683,1,aet,CR
0,2,4,23,2,0.36200619104784,1,aet,HI
1,2,4,11,1,0.393968391988892,0,aet,MI
0,2,6,11,1,0.538533401966561,0,aet,MI
1,1,1,35,1,0.343705462990329,1,aet,CR
1,2,6,35,2,0.437350237974897,1,aet,HI
1,2,1,35,2,1.3082581940107,1,aet,HI
0,2,4,23,1,0.480282697011717,0,aet,MI
1,2,2,11,1,0.482665149029344,0,aet,MI
0,2,1,35,2,0.439055678027216,1,aet,HI
1,2,5,11,2,0.502483994001523,1,aet,HI
0,1,5,35,1,0.382952652988024,1,aet,CR
1,1,6,23,1,0.395486611989327,1,aet,CR
0,1,2,11,1,0.44954256498022,1,aet,CR
0,1,5,11,1,0.301029822032433,1,aet,CR
0,1,1,11,1,0.439431209000759,1,aet,CR
1,2,3,11,2,0.378504991997033,1,aet,HI
1,2,4,35,2,0.420042713987641,1,aet,HI
1,2,3,11,1,0.466812372964341,0,aet,MI
0,2,1,35,2,1.85038530401653,1,aet,HI
0,1,6,23,1,0.678255738981534,1,aet,CR
1,2,2,23,2,0.414028658997267,1,aet,HI
0,2,2,11,1,0.471107730001677,0,aet,MI
0,2,6,11,1,0.566205566981807,0,aet,MI
1,1,3,11,1,0.30571827897802,1,aet,CR
0,1,4,11,1,0.347792715008836,1,aet,CR
0,1,3,35,1,0.358333989977837,1,aet,CR
0,1,2,23,1,0.539243947016075,1,aet,CR
1,2,5,23,2,0.342742566019297,1,aet,HI
1,1,6,11,1,0.328027824987657,1,aet,CR
1,1,3,35,1,0.368773456022609,1,aet,CR
1,2,6,23,2,0.441606530046556,1,aet,HI
1,2,1,11,1,0.367536270990968,0,aet,MI
1,1,4,35,1,0.342294516973197,1,aet,CR
0,2,3,23,2,0.439320583012886,1,aet,HI
0,1,3,11,1,0.435537017998286,1,aet,CR
0,2,5,35,2,0.460142098017968,1,aet,HI
1,2,5,23,2,0.326070789014921,1,aet,HI
1,1,2,11,1,0.273820165020879,1,aet,CR
0,1,3,35,1,0.46090370498132,1,aet,CR
0,1,2,11,1,0.267892797011882,1,aet,CR
0,2,3,23,2,0.379527125041932,1,aet,HI
1,2,3,23,2,0.359763791027945,1,aet,HI
0,1,6,11,1,0.28419729199959,1,aet,CR
1,2,1,11,2,0.383822302974295,1,aet,HI
1,1,4,11,1,0.357293134031352,1,aet,CR
0,2,5,11,2,0.36466537398519,1,aet,HI
1,1,5,23,1,0.471975022985134,1,aet,CR
1,1,1,23,2,0.310886536957696,0,aet,FA
1,2,2,11,2,0.398009502037894,1,aet,HI
0,2,4,35,2,0.295807176968083,1,aet,HI
1,2,3,35,2,0.355539134994615,1,aet,HI
1,1,2,11,1,0.297499744046945,1,aet,CR
1,1,5,35,1,0.25985552102793,1,aet,CR
1,1,6,23,1,0.619628101005219,1,aet,CR
0,1,1,35,1,0.416772134019993,1,aet,CR
1,1,1,23,1,0.283485319989268,1,aet,CR
0,1,2,35,1,0.351343289017677,1,aet,CR
0,1,3,23,1,0.347528800019063,1,aet,CR
0,2,5,23,2,0.364085957000498,1,aet,HI
1,1,6,35,1,0.472931207972579,1,aet,CR
0,1,4,23,1,0.389501802972518,1,aet,CR
0,1,2,23,1,0.33776567701716,1,aet,CR
0,1,5,11,1,0.456044926017057,1,aet,CR
0,1,1,11,1,0.502301431028172,1,aet,CR
1,2,6,11,1,0.38501859002281,0,aet,MI
0,2,5,11,2,0.359475572011434,1,aet,HI
1,1,2,35,1,0.338845619990025,1,aet,CR
1,1,2,23,1,0.407901422004215,1,aet,CR
1,2,4,23,2,0.324324532994069,1,aet,HI
1,1,4,35,1,0.317584923992399,1,aet,CR
0,2,2,23,2,0.32799000304658,1,aet,HI
1,1,5,23,1,0.425035635009408,1,aet,CR
1,2,5,11,1,0.462548601033632,0,aet,MI
0,1,1,35,1,0.352759014000185,1,aet,CR
1,1,1,11,1,0.333824420988094,1,aet,CR
0,1,5,11,1,0.386395051027648,1,aet,CR
1,1,1,11,1,0.331180582987145,1,aet,CR
0,1,3,11,1,0.339142763987184,1,aet,CR
0,1,2,11,1,0.322956848016474,1,aet,CR
1,2,6,11,1,0.306621516996529,0,aet,MI
1,1,5,11,1,0.262446514971089,1,aet,CR
0,1,6,35,2,0.422141904011369,0,aet,FA
1,2,2,23,1,0.344794026983436,0,aet,MI
0,1,3,35,1,0.480592642037664,1,aet,CR
0,2,2,11,1,0.512819978001062,0,aet,MI
0,2,6,11,2,0.460466112010181,1,aet,HI
1,1,3,35,1,0.327049956016708,1,aet,CR
0,1,5,35,2,0.408337283006404,0,aet,FA
1,2,4,23,2,0.369175559957512,1,aet,HI
0,2,3,11,2,0.913298292958643,1,aet,HI
0,1,5,23,1,0.364870620018337,1,aet,CR
0,1,4,35,1,0.361890757980291,1,aet,CR
0,2,5,23,2,0.399308134976309,1,aet,HI
1,1,6,35,1,0.279709490016103,1,aet,CR
0,2,2,11,2,0.423937170999125,1,aet,HI
1,2,5,35,2,0.353595628985204,1,aet,HI
1,2,3,35,2,0.411625660024583,1,aet,HI
1,2,1,35,2,0.309560688037891,1,aet,HI
1,2,4,23,2,0.325833981973119,1,aet,HI
0,2,1,35,2,0.39779522101162,1,aet,HI
0,2,1,23,2,0.329658830014523,1,aet,HI
1,1,2,35,1,0.299132131040096,1,aet,CR
1,1,6,11,1,0.31784317799611,1,aet,CR
1,2,6,35,2,0.379036559956148,1,aet,HI
0,2,6,35,2,0.296613330021501,1,aet,HI
1,1,5,35,1,0.395560934033711,1,aet,CR
0,1,1,11,1,0.39445803896524,1,aet,CR
1,2,1,11,2,0.347652475989889,1,aet,HI
1,2,1,11,2,0.411784283991437,1,aet,HI
1,2,1,35,2,0.27833116898546,1,aet,HI
1,1,5,11,1,0.291950645972975,1,aet,CR
1,2,5,11,2,0.371313177980483,1,aet,HI
1,2,4,35,2,0.358003244036809,1,aet,HI
0,1,6,23,2,0.341667483036872,0,aet,FA
1,2,2,11,2,0.433390001999214,1,aet,HI
0,2,3,23,2,0.337181191018317,1,aet,HI
1,1,6,35,1,0.29312511801254,1,aet,CR
0,2,1,11,2,0.352479840046726,1,aet,HI
1,2,6,35,2,0.308358758979011,1,aet,HI
1,1,2,35,1,0.300251164997462,1,aet,CR
1,2,2,23,2,0.33557843597373,1,aet,HI
1,1,5,35,1,0.316677333030384,1,aet,CR
0,2,2,23,1,0.461594552965835,0,aet,MI
1,2,5,11,2,0.385063404974062,1,aet,HI
1,2,4,11,1,0.805094913986977,0,aet,MI
1,1,5,23,1,0.934858345019165,1,aet,CR
0,1,5,35,1,0.483910539012868,1,aet,CR
0,1,2,35,1,0.443080460012425,1,aet,CR
0,2,2,11,1,0.356780245027039,0,aet,MI
0,1,1,23,1,0.337688633007929,1,aet,CR
1,1,6,23,1,0.294903154019266,1,aet,CR
0,2,3,35,2,0.339581525011454,1,aet,HI
0,1,4,11,1,0.389318822999485,1,aet,CR
1,2,3,11,2,0.370495326991659,1,aet,HI
0,1,5,23,1,0.337788916018326,1,aet,CR
1,1,4,11,1,0.308171465992928,1,aet,CR
0,1,4,23,1,0.37536663498031,1,aet,CR
1,2,6,11,1,0.543398594018072,0,aet,MI
0,2,4,11,1,0.325891918968409,0,aet,MI
0,2,6,23,2,0.384818403981626,1,aet,HI
1,2,6,35,2,0.385390770039521,1,aet,HI
1,2,2,23,2,0.415836072003003,1,aet,HI
0,2,6,35,2,0.334997344005387,1,aet,HI
1,1,4,11,1,0.325721316039562,1,aet,CR
1,1,5,11,1,0.645411815028638,1,aet,CR
0,2,4,23,2,0.501035018998664,1,aet,HI
1,2,3,23,2,0.300312048988417,1,aet,HI
0,1,6,35,1,0.335860721010249,1,aet,CR
1,1,3,23,1,0.281130930001382,1,aet,CR
0,2,4,35,2,0.312876396987122,1,aet,HI
0,1,6,23,1,0.526944685960189,1,aet,CR
0,2,5,11,1,0.523821328009944,0,aet,MI
1,1,1,35,1,1.00725130899809,1,aet,CR
1,2,6,23,2,0.468180623021908,1,aet,HI
1,2,3,23,2,0.427237996016629,1,aet,HI
0,2,6,11,1,0.438283412950113,0,aet,MI
1,2,4,11,1,0.42142245802097,0,aet,MI
1,1,1,23,1,0.452092176012229,1,aet,CR
0,1,2,23,1,0.494629486987833,1,aet,CR
1,2,5,23,1,0.573324366007,0,aet,MI
0,2,2,35,2,1.07218520197785,1,aet,HI
1,1,1,35,1,0.330413345945999,1,aet,CR
1,1,3,11,1,0.342521579994354,1,aet,CR
0,2,4,23,2,0.436337983992416,1,aet,HI
0,1,5,35,1,0.639074245002121,1,aet,CR
0,1,1,23,1,1.26600629097084,1,aet,CR
1,2,1,23,2,0.359749885043129,1,aet,HI
1,1,4,23,1,0.492157700005919,1,aet,CR
1,2,1,23,2,0.385770955006592,1,aet,HI
1,1,2,11,1,0.329413858999033,1,aet,CR
1,2,5,23,1,0.474874250998255,0,aet,MI
0,2,3,35,2,0.358564419962931,1,aet,HI
0,2,1,23,2,0.459336880012415,1,aet,HI
0,2,5,35,2,0.35903224098729,1,aet,HI
0,1,6,11,1,0.460357829986606,1,aet,CR
1,2,4,35,2,0.330387071007863,1,aet,HI
0,2,3,11,1,0.482258973002899,0,aet,MI
0,2,3,23,2,0.346302311983891,1,aet,HI
1,2,1,35,2,0.349404503998812,1,aet,HI
1,2,6,23,2,0.454840461025015,1,aet,HI
1,2,1,23,2,0.34627482801443,1,aet,HI
1,2,3,11,1,0.465941219008528,0,aet,MI
0,2,1,11,1,0.581915807968471,0,aet,MI
0,2,1,23,2,0.465898558031768,1,aet,HI
0,2,4,11,1,0.456247884023469,0,aet,MI
0,1,4,35,1,0.399034872010816,1,aet,CR
0,1,1,23,1,0.581631676992401,1,aet,CR
0,1,4,35,1,0.555729357001837,1,aet,CR
0,2,1,35,2,0.3649822610314,1,aet,HI
0,2,6,23,2,0.410487607005052,1,aet,HI
0,2,6,35,2,0.44782426598249,1,aet,HI
1,1,3,23,1,0.346718840999529,1,aet,CR
0,2,5,35,2,0.340752251038793,1,aet,HI
1,1,3,11,1,0.433599607960787,1,aet,CR
0,2,4,35,2,0.350689219951164,1,aet,HI
1,1,6,11,1,0.331686943012755,1,aet,CR
0,2,6,23,2,0.321765275031794,1,aet,HI
1,1,3,23,1,0.413757000002079,1,aet,CR
1,2,5,35,2,0.243044693022966,1,aet,HI
0,2,1,35,2,0.346513608004898,1,aet,HI
1,2,3,11,1,0.44706250197487,0,aet,MI
0,2,2,23,2,0.424686528975144,1,aet,HI
0,1,4,23,1,0.50543944601668,1,aet,CR
1,2,4,11,2,0.29924243199639,1,aet,HI
1,1,1,11,1,0.413314593024552,1,aet,CR
0,2,4,11,2,0.330876625957899,1,aet,HI
1,1,4,23,1,0.308069277030881,1,aet,CR
0,2,3,11,2,0.335023173014633,1,aet,HI
0,1,2,35,1,0.351197951997165,1,aet,CR
0,1,3,23,1,0.36134107701946,1,aet,CR
1,1,2,23,1,0.313682370004244,1,aet,CR
1,2,6,23,2,0.312968660029583,1,aet,HI
0,2,1,11,2,0.369501345965546,1,aet,HI
0,1,1,35,1,0.383675388002302,1,aet,CR
0,2,3,35,2,0.287676391017158,1,aet,HI
1,1,6,23,1,0.340006298967637,1,aet,CR
1,1,2,23,1,0.312366263999138,1,aet,CR
1,1,3,35,1,0.311466264014598,1,aet,CR
0,1,3,35,1,0.363331925997045,1,aet,CR
1,2,5,35,2,0.309570622979663,1,aet,HI
1,2,3,35,2,0.301791537029203,1,aet,HI
1,2,4,35,2,0.297556860023178,1,aet,HI
1,1,3,11,1,0.333322900987696,1,aet,CR
0,1,3,11,1,0.338724245026242,1,aet,CR
0,1,3,23,1,0.278068695974071,1,aet,CR
0,1,4,11,1,0.344566440035123,1,aet,CR
1,2,2,35,2,0.329908854037058,1,aet,HI
1,1,1,35,1,0.343988831969909,1,aet,CR
1,2,2,35,2,0.2552059799782,1,aet,HI
1,1,4,35,1,0.306597260001581,1,aet,CR
1,2,2,11,1,0.319256981019862,0,aet,MI
1,1,4,23,1,0.327179789019283,1,aet,CR
0,1,2,23,1,0.398613074037712,1,aet,CR
0,2,2,35,2,0.293452482961584,1,aet,HI
1,1,4,35,1,0.255930348997936,1,aet,CR
0,1,4,11,1,0.386900916986633,1,aet,CR
0,1,6,23,1,0.384797226986848,1,aet,CR
0,1,6,11,1,0.338815535011236,1,aet,CR
1,1,6,11,1,0.371417479997035,1,aet,CR
0,2,4,23,1,0.641366065014154,0,aet,MI
0,1,6,35,1,0.352102152013686,1,aet,CR
1,1,3,35,1,0.360127401014324,1,aet,CR
0,2,6,11,1,0.445609453017823,0,aet,MI
0,1,5,23,2,0.33346790203359,0,aet,FA
0,1,2,11,1,0.304355788975954,1,aet,CR
0,1,5,11,1,0.460710629005916,1,aet,CR
0,2,5,23,2,0.432319230982102,1,aet,HI
0,1,1,11,1,0.391183088999242,1,aet,CR
1,2,2,35,2,0.523712081019767,1,aet,HI
0,2,2,35,2,0.531564288015943,1,aet,HI
1,1,6,35,1,0.345798624970485,1,aet,CR
0,1,5,23,2,0.379326374037191,0,aet,FA
0,1,2,11,1,0.310274866002146,1,aet,CR
0,1,3,11,1,0.361061678966507,1,aet,CR
0,2,3,35,2,0.426803688984364,1,aet,HI
1,2,4,35,2,0.275932301010471,1,aet,HI
0,1,1,11,1,0.311533622036222,1,aet,CR
0,1,5,11,1,0.487923699023668,1,aet,CR
1,2,2,11,2,0.337394864007365,1,aet,HI
0,1,3,35,1,0.310925579979084,1,aet,CR
0,2,1,11,2,0.310243765998166,1,aet,HI
1,2,5,11,2,0.329555222007912,1,aet,HI
0,2,2,23,2,0.36258897499647,1,aet,HI
0,1,5,23,2,0.331496440980118,0,aet,FA
1,2,2,11,2,0.376669561024755,1,aet,HI
1,2,1,11,2,0.38575638103066,1,aet,HI
0,2,5,35,2,0.310679121001158,1,aet,HI
0,1,4,35,1,0.294243623968214,1,aet,CR
1,2,1,35,2,0.313651425007265,1,aet,HI
1,2,4,23,2,0.313851541955955,1,aet,HI
1,1,5,23,1,0.298025348980445,1,aet,CR
0,1,1,23,1,0.307834906037897,1,aet,CR
0,1,1,35,1,0.264967209019233,1,aet,CR
0,1,4,35,1,0.544883174996357,1,aet,CR
0,2,6,23,2,0.304373369028326,1,aet,HI
1,2,2,35,2,0.2816247830051,1,aet,HI
1,2,1,23,2,0.304021538002416,1,aet,HI
0,2,3,35,2,0.355365324998274,1,aet,HI
0,2,1,23,2,0.361755280988291,1,aet,HI
1,1,3,35,1,0.271850394026842,1,aet,CR
0,1,4,11,1,0.487540904025082,1,aet,CR
1,1,5,35,1,0.458059476979543,1,aet,CR
0,2,4,11,2,0.348681653966196,1,aet,HI
0,1,4,23,1,0.310647330014035,1,aet,CR
1,1,5,11,1,0.31149363995064,1,aet,CR
1,1,4,23,1,0.426118428003974,1,aet,CR
1,1,2,23,1,0.368251209030859,1,aet,CR
0,2,2,35,2,0.338368500000797,1,aet,HI
0,1,3,23,1,0.358288920950145,1,aet,CR
0,2,3,23,2,0.343597447965294,1,aet,HI
0,1,1,11,1,0.370579029025976,1,aet,CR
1,2,1,35,2,0.352541944943368,1,aet,HI
0,2,4,23,2,0.321783918945584,1,aet,HI
1,2,3,11,1,0.41520655999193,0,aet,MI
1,1,6,11,1,0.355739473016001,1,aet,CR
0,1,4,23,1,0.35659239400411,1,aet,CR
0,1,1,11,1,0.308276714989915,1,aet,CR
1,2,4,35,2,0.35948508704314,1,aet,HI
1,2,4,23,1,0.376921190007124,0,aet,MI
1,2,3,35,2,0.386578876001295,1,aet,HI
1,2,5,11,1,0.563926286005881,0,aet,MI
1,1,6,23,1,0.359254981973208,1,aet,CR
0,2,6,11,2,0.413254005019553,1,aet,HI
1,2,4,23,2,0.317563506017905,1,aet,HI
0,2,2,35,2,0.355755412019789,1,aet,HI
1,1,6,11,1,0.443932280002628,1,aet,CR
0,1,2,23,1,0.44200695399195,1,aet,CR
1,2,6,11,1,0.484486844041385,0,aet,MI
1,2,6,35,2,0.397992821992375,1,aet,HI
0,2,5,11,1,0.657385622966103,0,aet,MI
0,2,5,23,2,0.565745194966439,1,aet,HI
0,2,3,11,2,0.367285692016594,1,aet,HI
0,2,5,35,1,0.502771099039819,0,aet,MI
0,1,4,23,1,0.439544905035291,1,aet,CR
0,1,4,11,1,0.558756462007295,1,aet,CR
1,2,3,11,2,0.888383223034907,1,aet,HI
0,1,1,23,1,0.390174680040218,1,aet,CR
1,1,2,11,1,0.752166178019252,1,aet,CR
1,1,3,35,1,0.373084060032852,1,aet,CR
0,1,6,23,2,0.757604187005199,0,aet,FA
0,2,6,35,2,0.495066491013858,1,aet,HI
1,1,1,11,1,0.409262750996277,1,aet,CR
1,1,2,35,1,0.253538616991136,1,aet,CR
0,2,5,23,1,0.155775121005718,0,aet,MI
0,1,6,11,2,0.383998677949421,0,aet,FA
1,2,5,23,2,0.333631713991053,1,aet,HI
1,1,3,11,2,5.7072790399543,0,aet,FA
0,2,6,23,2,0.583133999956772,1,aet,HI
0,1,2,23,1,0.359508502995595,1,aet,CR
1,1,4,11,1,2.57156397297513,1,aet,CR
0,2,1,35,2,0.296151112008374,1,aet,HI
1,1,1,35,1,0.939508217968978,1,aet,CR
1,1,1,11,1,0.278317582036834,1,aet,CR
0,1,6,23,2,0.431406519026496,0,aet,FA
1,1,4,35,1,0.285104982962366,1,aet,CR
1,2,2,35,2,0.398122365004383,1,aet,HI
1,1,2,23,1,0.375706213002559,1,aet,CR
0,1,2,23,1,0.492230553005356,1,aet,CR
0,2,6,11,2,0.328032111981884,1,aet,HI
1,2,2,35,2,0.288868633972015,1,aet,HI
1,1,5,35,1,0.30175025697099,1,aet,CR
1,2,2,11,2,0.6084801889956,1,aet,HI
0,2,5,11,2,0.513733902014792,1,aet,HI
0,2,4,11,2,0.337444986973424,1,aet,HI
1,2,4,11,2,0.35376141499728,1,aet,HI
1,2,2,23,2,0.361367035016883,1,aet,HI
0,1,6,35,1,0.333673938992433,1,aet,CR
0,2,4,23,2,0.328117800003383,1,aet,HI
0,1,3,11,1,0.322982976038475,1,aet,CR
1,1,3,23,1,0.32327453099424,1,aet,CR
1,1,3,23,1,0.251912092964631,1,aet,CR
1,2,3,11,1,0.249067976954393,0,aet,MI
0,2,1,11,1,0.344822151993867,0,aet,MI
